"m.z"	"p.value"	"t.score"	"r.t"
185.98833	0.785223748	-0.68	7.276
185.98833	0.786243634	0.13	7.328
216.91798	0.787540457	-1.04	8.172
204.99289	0.791177161	-1.05	8.199
191.03715	0.791584535	-0.51	7.197
185.98834	0.792055565	-0.25	4.836
240.0716	0.792303374	-0.08	4.812
196.02164	0.793870212	-0.51	14.861
355.98339	0.794025825	0.49	12.01
242.05087	0.795627073	0.45	1.544
158.94286	0.798353558	0.54	6.066
151.0188	0.798465513	0.38	8.029
306.92302	0.798495151	0.39	12.443
235.98368	0.799032194	0.97	10.691
306.94347	0.799462094	0.31	4.736
242.07903	0.800518926	-0.61	8.058
458.08885	0.804655904	0.02	8.087
154.99259	0.805725024	-1.05	8.178
591.16142	0.809594888	-0.52	14.827
179.0107	0.809990625	-0.81	7.702
279.05214	0.811594869	1.93	6.585
218.00379	0.813619726	1.18	3.873
216.91802	0.814162243	-0.5	7.191
180.03244	0.814727383	-0.96	8.1
463.97749	0.81679417	-0.63	14.919
220.99906	0.818190339	1.01	3.756
224.99922	0.823268393	-0.58	10.63
224.99924	0.824494662	-0.37	15.241
488.87676	0.826091917	-0.6	7.156
264.03993	0.828369535	0.14	15.717
200.93052	0.828522908	-0.49	14.844
221.07708	0.82863555	0.34	20.266
223.02735	0.82867285	0.23	1.636
488.87678	0.82874833	0.2	7.917
256.04878	0.832236905	-0.79	7.093
575.3736	0.833739671	-0.07	8.172
289.06416	0.839025209	1.77	3.098
172.95676	0.839342005	-0.49	7.027
260.02257	0.839393478	0.42	16.187
194.9367	0.839861256	-0.24	15.144
248.97838	0.840052856	-0.25	14.833
239.07641	0.841839962	-0.01	8.065
257.01552	0.841971968	1.29	8.201
264.03299	0.842646254	0.38	7.265
254.90576	0.842824332	0.19	15.035
372.99934	0.843622062	0.24	10.683
230.93369	0.843645118	0.07	1.496
232.00956	0.845852147	-0.61	10.365
238.91086	0.846086812	-0.3	6.902
224.99928	0.846400286	-0.31	14.843
228.9957	0.852705774	1.6	10.404
179.01074	0.854768617	0.14	17.286
279.0381	0.857730415	0.15	12.273
256.05853	0.857895918	0.04	8.058
399.02428	0.858958206	0.25	14.832
532.79333	0.861441978	0.36	7.816
409.98537	0.86195565	0.49	8.067
225.01351	0.863512307	0.16	4.725
279.03812	0.866207904	-0.46	10.544
298.96238	0.867160641	0.53	8.289
201.03703	0.868371632	0.35	6.127
301.02046	0.869022556	0.56	2.909
205.99226	0.869036615	0.64	8.143
353.95215	0.871207979	-0.29	15.24
177.01502	0.873516652	-0.57	10.401
253.98052	0.873661077	-1.89	8.058
225.01352	0.876008053	-0.28	12.279
309.09917	0.877011773	0.52	10.374
286.0594	0.878387285	0.01	8.154
344.16256	0.878951917	-0.47	14.858
203.05269	0.879295331	0.19	11.315
248.97748	0.879699913	-0.28	7.166
263.02232	0.881155432	-0.03	15.306
280.103	0.881926652	0.57	11.297
227.05348	0.883707652	0.85	8.267
326.00015	0.88547056	-0.22	15.21
200.03191	0.886705155	0.5	11.29
246.98138	0.887115447	-0.65	10.432
345.14658	0.887140129	0.51	11.289
624.06603	0.887140674	-0.56	10.419
286.05943	0.887467428	0.62	10.416
328.97296	0.888111389	0.06	12.284
464.98555	0.889334943	-0.43	10.426
282.96753	0.89276	-0.89	4.708
270.96754	0.89449615	1.01	4.692
371.02708	0.894874704	-0.63	7.971
296.9831	0.895705812	-0.52	10.657
212.9812	0.896427457	-0.31	15.247
273.05259	0.898145388	0.36	7.957
296.9831	0.898616586	0.05	11.316
264.9877	0.898897114	0.3	10.043
224.00286	0.89924302	-0.43	14.83
369.12025	0.901626366	0.04	1.501
330.84995	0.901962613	-0.57	9.606
272.05333	0.902119497	-0.02	8.114
288.11935	0.903023017	0.46	7.324
338.94782	0.904804452	-0.28	15.25
369.01386	0.905125945	0.22	11.318
392.84963	0.905178473	-0.41	14.828
239.02957	0.905739526	-0.07	15.23
328.99425	0.906591568	-0.22	7.983
407.98836	0.906692104	-0.94	14.973
356.98904	0.910567654	-0.06	1.628
194.92642	0.912105739	0.2	13.35
275.02096	0.912924989	-0.08	1.599
214.99437	0.912997019	-0.25	7.663
318.0952	0.913062536	-0.96	7.903
460.99176	0.913143342	0.06	1.745
371.01422	0.914328568	-0.32	4.715
228.85038	0.914855428	-0.56	10.409
367.03463	0.91486473	0.23	12.528
356.96352	0.91508399	-0.57	10.387
208.93353	0.917600004	-0.47	10.41
371.13596	0.918709999	0.68	8.266
317.1112	0.919318214	-0.5	10.416
299.09766	0.919326598	-0.43	11.311
212.98125	0.92034335	0.14	7.678
438.17412	0.920435925	0.02	15.242
308.01173	0.922054065	0.19	12.27
516.99046	0.923656761	0.34	8
240.01161	0.924223035	-0.14	1.77
318.09523	0.924772424	0.26	1.624
292.02507	0.924985499	0.31	1.616
554.77489	0.925278969	-0.36	15.253
519.0883	0.92560099	0.22	1.927
324.9149	0.927557455	-0.5	7.609
156.00916	0.928015132	-0.61	10.306
314.87601	0.928553507	-0.28	7.998
224.00292	0.928707652	0.21	1.78
293.98933	0.929007289	0.25	1.789
461.01558	0.930190132	-0.46	10.53
353.98638	0.930500849	0.41	16.414
354.92577	0.930855609	0.42	2.843
225.03712	0.93203031	0.27	7.94
326.9107	0.932903265	-0.37	10.469
235.9837	0.933341489	0.19	12.018
272.00646	0.93342619	-0.24	7.542
173.01555	0.935255613	0.31	15.024
277.02275	0.935579264	-0.28	15.236
510.03551	0.936064988	0.28	12.245
217.04731	0.940356691	0.48	12.426
273.1337	0.942349555	0.18	3.75
472.00357	0.942353006	-0.29	10.398
309.89961	0.942576272	0.12	12.419
244.99057	0.94278596	0.41	8.266
224.00649	0.94432087	-0.46	10.541
230.99587	0.944650975	-0.27	12.282
353.01902	0.944761298	-0.11	1.709
187.03677	0.944997798	-0.17	14.769
359.02946	0.947623204	-0.51	7.364
418.92159	0.949549217	-0.02	7.613
406.00901	0.950199669	-0.04	7.821
290.99515	0.95169616	-0.2	8.083
260.91612	0.952923639	-0.29	14.848
236.02965	0.953488291	-0.17	1.681
334.86278	0.953578139	0.58	8.042
389.16715	0.954510096	0.86	12.582
376.94658	0.956014833	0.13	10.113
212.95377	0.956056984	-0.27	11.181
386.97862	0.956281755	-0.18	7.637
555.03943	0.957090222	0.02	14.804
352.83186	0.957333517	-0.22	12.308
221.9738	0.957420446	-0.03	15.298
458.05225	0.957488327	1.36	12.042
237.01387	0.957784385	0.02	8.208
265.04335	0.957938744	-0.11	4.359
352.83189	0.958910044	-0.53	10.384
178.00009	0.959899497	-0.29	14.845
325.99553	0.959978355	0.55	8.188
178.0001	0.960222711	-0.59	10.607
486.93046	0.960441009	-0.41	12.313
299.01155	0.960668896	0.2	19.048
161.00507	0.962331032	0.14	1.714
250.95661	0.962589905	0.13	11.177
572.11474	0.963562894	-0.29	14.846
163.02072	0.964024664	-0.27	15.248
280.96718	0.964316372	-0.43	10.526
237.91461	0.965152987	-0.43	14.83
272.8497	0.965154685	1.02	3.458
264.96489	0.965173599	-0.2	14.835
308.99123	0.965180274	-0.13	12.51
174.01981	0.965185525	-0.23	8.231
280.01956	0.965932341	0.41	2.993
358.97905	0.966216908	-0.02	10.675
174.01981	0.966402229	0.36	11.437
293.04839	0.96702116	0.15	10.119
378.97109	0.967045041	-0.22	8.083
250.93172	0.967978212	-0.25	8.059
320.94436	0.968537837	-0.16	8.086
222.02148	0.969352098	0.19	15.071
221.00504	0.969925669	0.19	15.17
356.95159	0.970157071	0.3	4.742
228.85037	0.970371046	-0.64	8.07
289.01692	0.970644412	-0.57	7.139
238.88388	0.970941224	0.39	4.727
174.01982	0.970965824	0.22	11.332
200.93053	0.971280002	0.01	7.669
324.99344	0.971556887	-0.01	16.197
281.00361	0.971808728	0.24	7.844
308.04138	0.971860431	0.7	3.643
302.99621	0.972141123	-0.6	10.473
347.9821	0.973824961	1.29	8.236
463.98713	0.973962443	-0.27	6.926
283.98387	0.974020687	-0.18	7.519
276.98527	0.974106975	0.45	7.873
261.01396	0.974110023	-0.2	15.213
280.96724	0.974356228	-0.3	1.788
395.30971	0.974666528	0.31	10.066
398.03674	0.974710384	-0.7	15.233
353.05415	0.975279808	-0.26	9.911
297.14647	0.97635721	0.35	8.038
356.98907	0.976831395	-0.26	12.29
272.00647	0.977138978	-0.11	1.665
261.05843	0.978723723	0.22	0.23
308.01455	0.97915914	-0.17	15.223
250.97549	0.979312462	-0.55	8.129
359.94584	0.979647592	0.17	6.507
431.28645	0.980076087	0.11	8.022
292.07147	0.980157664	0.52	8.268
405.028	0.980433861	-0.06	10.514
274.89598	0.980572546	0.07	7.925
431.28646	0.980846121	-0.75	12.375
540.98236	0.981054016	-0.25	15.281
237.0214	0.981252534	0.24	8.17
523.9892	0.981319097	-0.22	10.38
207.06716	0.981618715	-0.3	14.783
431.28649	0.982131699	-0.15	16.415
246.92303	0.982250507	0.01	6.987
285.01808	0.982254908	0.07	4.735
255.99194	0.983109202	0.11	12.261
292.0715	0.983282496	-0.67	7.662
292.89408	0.98348383	0.07	7.807
174.01989	0.983727421	-0.46	12.426
292.07152	0.984061388	0.43	8.083
218.03019	0.984070607	-0.46	10.547
198.875	0.984084073	-0.12	7.908
272.95339	0.984952359	0.69	16.156
456.80756	0.98502949	-0.53	10.493
286.97712	0.985100117	0.17	1.717
285.96325	0.985151751	-0.46	10.505
354.86856	0.985296001	-0.25	3.919
336.85798	0.985509359	0.6	16.16
246.92308	0.985654717	-0.3	10.067
461.99053	0.986204437	0.18	7.579
515.99202	0.98639684	-0.44	3.152
498.99001	0.98656806	0.37	8.03
543.01512	0.987686159	0.28	2.824
269.96828	0.987846476	-0.56	8.31
303.97885	0.987866165	-0.04	1.71
262.0373	0.987997547	-0.07	9.51
328.11605	0.988111492	0.24	17.921
521.17216	0.98811877	0.25	19.6
250.83231	0.988182379	-0.37	6.522
347.07829	0.988235604	0.19	10.391
324.76497	0.988997276	-0.21	15.195
344.01807	0.989428918	-0.27	15.056
269.02067	0.989545378	-0.45	7.919
576.75729	0.989615015	0.07	1.672
476.93872	0.990102714	-0.41	8.44
268.99657	0.990203669	0.75	16.179
250.83233	0.990262982	0.07	7.863
283.0377	0.990432863	0.11	4.083
322.11354	0.990435322	0.12	12.25
435.04447	0.990604616	-0.42	7.952
292.07162	0.990820742	-0.1	12.422
289.06911	0.99094717	-0.8	4.178
418.02916	0.991158887	0.13	10.545
396.03642	0.99118452	-0.44	7.543
177.01792	0.991267614	0.18	4.11
328.97301	0.991339526	-0.24	12.038
283.02907	0.991424458	-0.2	14.357
378.1147	0.991742273	-0.11	15.244
299.9109	0.991880414	0.65	8.231
499.05095	0.992017934	0.16	8.191
314.98903	0.992048074	0.2	8.006
418.00006	0.992219358	-0.02	15.233
428.81734	0.992243207	-0.12	15.25
171.03991	0.99245575	0.79	8.06
207.04717	0.992566118	-0.18	7.637
361.13446	0.992567662	0.01	17.128
273.02208	0.992744851	-0.05	6.517
490.11317	0.992895485	-0.19	3.792
286.91097	0.993148874	0.08	12.288
350.03024	0.993165777	0.33	7.837
456.91966	0.993583972	-0.27	2.669
175.04608	0.993729469	-0.37	7.711
274.91815	0.993754596	0.78	16.166
547.1687	0.993993362	0.06	6.509
370.02083	0.99407804	-0.43	8.081
261.01164	0.994248641	-0.28	4.777
249.00011	0.994489862	-0.82	1.848
369.12641	0.994631756	0.03	7.949
153.01628	0.994678738	-0.17	7.617
263.03661	0.994847113	-0.09	7.403
249.05783	0.994852998	0.71	16.163
479.06843	0.995117216	1.24	8.215
209.06286	0.995207103	0.07	10.538
422.14113	0.995336026	-0.18	19.615
445.02062	0.995557006	-0.12	15.282
212.87632	0.995865842	0.47	4.543
203.99655	0.995907363	0	4.278
436.15844	0.995908605	-0.01	4.083
200.06471	0.996012187	-0.1	14.954
308.79128	0.996110642	-0.26	8.005
220.00273	0.996140225	-0.17	12.34
421.00217	0.996179336	0	14.842
293.9962	0.996237521	-0.23	10.523
307.01531	0.996262191	0.28	11.326
347.98212	0.996547935	0.09	6.514
305.97592	0.996600489	-0.15	3.788
292.91338	0.996623843	-0.11	9.704
517.98912	0.997073705	0.09	10.071
336.8977	0.997160651	-0.53	7.512
349.01694	0.997193449	-0.02	15.269
178.99643	0.997257544	-0.17	14.799
335.9013	0.997281352	-0.36	3.09
170.89147	0.997590308	0.75	16.169
201.01238	0.997604285	0.02	6.519
178.99643	0.997623468	-0.15	8.059
459.03639	0.997662275	-0.16	4.063
212.87637	0.997740081	-0.06	8.012
290.0295	0.997745393	-0.14	10.508
274.91826	0.997804523	0.13	3.961
272.89206	0.997912531	-0.38	7.317
286.02971	0.997918549	0.19	8.047
122.95891	0.997921187	0.08	7.521
122.95891	0.998134989	-0.18	15.185
310.96834	0.998202568	-0.09	7.987
311.11491	0.998339018	-0.68	7.03
395.02063	0.998429031	-0.39	6.843
376.10069	0.998447073	-0.3	12.291
547.05174	0.998515869	0.15	14.828
469.9857	0.998566892	1.16	7.925
347.00243	0.998599699	0.04	7.954
170.89149	0.998632412	0.34	1.795
200.01624	0.998728945	0.15	22.006
431.03551	0.998834572	-0.14	11.32
224.97876	0.998891448	0.09	6.52
122.95892	0.998939793	-0.05	7.68
346.09011	0.998972581	-0.28	4.693
170.8915	0.999032311	-0.31	7.703
178.01433	0.999068357	0.32	8.059
258.92019	0.999068839	0.11	12.483
344.92102	0.99912996	0.32	7.251
433.97965	0.999132073	-0.31	7.652
250.97547	0.999159693	-0.2	4.193
310.89593	0.999219939	-0.19	6.141
454.94036	0.999229516	-0.62	7.017
445.05547	0.999229762	0.2	15.755
210.91276	0.999240437	-0.08	7.72
310.90134	0.999263479	0.26	19.591
269.01317	0.999292466	-0.28	7.659
200.01628	0.999360728	-0.01	15.29
287.01381	0.999364776	-0.07	2.524
201.01245	0.999372977	-0.62	8.294
346.12657	0.999386588	-0.57	8.009
356.98199	0.999393383	-0.05	15.267
137.02144	0.999417492	0.08	8.068
263.07452	0.999420438	-0.11	11.321
239.03552	0.999428338	0.11	13.395
177.01511	0.999448092	-0.28	14.856
163.9987	0.999484847	-0.19	7.611
370.86803	0.999526167	-0.14	4.097
192.01358	0.999556461	0.23	12.181
202.94456	0.999565348	-0.39	10.069
135.00362	0.999590939	-0.14	4.079
181.96487	0.999601875	-0.05	8.139
340.88893	0.999626062	0.18	8.251
384.02693	0.999632937	-0.17	3.818
412.84355	0.999658682	-0.01	13.978
186.98474	0.999663065	-0.73	6.968
186.98474	0.999727304	1.33	10.857
371.02702	0.999745354	0.22	21.275
344.16258	0.999757984	0.17	7.866
248.00363	0.999763791	0	12.284
284.9872	0.999770538	-0.23	6.519
342.04335	0.999773071	0.75	16.163
334.96004	0.999780061	-0.11	8.047
239.91045	0.999789473	-0.23	5.62
412.84365	0.999791733	-0.08	2.503
409.14496	0.999804573	-0.12	7.785
142.96515	0.999805999	0.09	1.845
230.91183	0.999821456	-0.02	7.975
142.96516	0.999838041	0.11	8.06
456.80759	0.999839807	-0.21	4.086
374.83937	0.999864664	-0.14	12.306
135.00366	0.99986618	-0.06	4.078
375.15146	0.999890185	1.67	8.223
203.0547	0.999898074	-1	2.115
142.96517	0.999908609	2.17	7.875
254.99255	0.999913794	-0.49	7.665
460.03158	0.999916161	-0.79	1.741
194.92618	0.999930174	0.25	7.901
481.08419	0.999935251	0.73	16.16
360.96996	0.999935259	0.07	4.382
201.03689	0.999941107	-0.04	13.769
332.88319	0.999959385	-0.23	4.727
290.90255	0.999966132	0.13	14.862
354.98491	0.999967076	0.04	2.855
539.06583	0.999973181	0.35	8.185
194.93659	0.999973877	-0.1	15.284
367.10458	0.99997466	-0.1	4.225
392.99631	0.999974669	0.13	10.077
518.06784	0.999975907	-0.04	3.615
201.03693	0.999977646	-0.06	10.545
274.91818	0.999978873	-0.33	7.895
483.09995	0.999992231	-0.06	2.696
268.0243	0.999992536	-0.1	7.611
313.01375	0.999993139	-0.08	2.77
230.9684	0.999993848	0.34	10.522
217.0289	0.999998232	0.75	11.909
488.05322	0.999998464	-0.18	10.416
299.98476	0.99999885	-0.07	2.798
306.90434	0.999999635	-0.14	6.01
436.95552	0.99999972	0.08	7.912
296.09786	0.999999818	-0.1	3.923
549.21593	0.999999949	-0.22	7.629
275.05317	0.999999959	-0.07	2.832
321.07963	0.999999977	-0.07	2.828
412.87257	0.999999999	0.06	15.227
