"m.z"	"p.value"	"t.score"	"r.t"
183.10151	0.6499047	0.43	1.649
144.02895	0.650484656	0.44	7.663
203.99654	0.651518977	0.68	12.091
450.83752	0.652654954	-0.54	14.804
127.01788	0.652929233	0.47	3.152
124.0081	0.653074106	0.45	12.291
174.02184	0.654707319	0.28	11.175
152.99458	0.65592498	-1.63	7.139
171.02869	0.657101352	0.55	1.664
95.01264	0.657110646	-1.29	4.764
244.95883	0.657259567	0.55	12.861
352.98801	0.661444998	0.82	7.949
132.96601	0.66175432	0.4	3.999
510.85866	0.66311483	0.38	1.514
176.91574	0.663422497	0.61	10.614
111.00289	0.664969582	0.65	8.289
225.0577	0.665024357	0.42	7.702
107.01166	0.665181958	0.08	7.933
169.49157	0.665459152	-1.1	7.161
131.01516	0.667811174	-0.48	1.681
318.88393	0.669028543	0.66	20.251
232.90143	0.669554307	2.84	3.923
159.52675	0.669955925	-1.16	4.786
168.94274	0.670885806	0.58	3.896
154.91747	0.672282845	-1.04	16.415
169.04802	0.672285869	0.29	1.641
156.02898	0.672596127	0.66	3.345
140.98482	0.673998869	0.45	4.706
187.98401	0.674313604	0.45	16.439
132.93559	0.674933354	-1.21	7.266
107.01162	0.676670131	0.74	13.973
513.99487	0.67688471	0.14	12.27
232.90163	0.678611737	0.35	1.503
175.95197	0.680611152	0.63	7.939
336.88655	0.684158936	0.61	11.36
223.01793	0.684601549	-0.58	2.813
90.02641	0.685710303	-0.37	7.816
128.98434	0.685892375	0.01	15.024
447.28146	0.68611391	0.85	7.969
179.01856	0.686830847	-1.1	7.145
370.99896	0.68786842	1	4.225
126.01019	0.689655001	-0.89	1.636
128.97121	0.691971192	0.59	4.272
204.05526	0.691971732	0.25	1.65
366.10823	0.692395677	1.2	8.345
154.991	0.693162229	-2.74	8.104
190.89498	0.6937242	0.51	1.561
212.92496	0.694130692	-0.53	8.087
196.92476	0.69532305	-0.04	7.177
497.65871	0.698349255	0.35	11.324
152.99998	0.702197963	-0.99	7.952
183.1015	0.702958007	-1.03	7.154
414.84514	0.703026378	0.17	11.284
108.01016	0.703307053	0.97	4.692
548.81473	0.705080317	-3.13	7.139
694.66658	0.706773464	0.85	4.278
221.02515	0.706797933	0.67	11.508
134.00815	0.707595518	0.64	16.372
336.88656	0.707883055	0.3	1.665
132.93558	0.709091641	0.37	10.662
134.05986	0.709271883	0.61	1.569
198.86717	0.709771901	0.75	3.094
134.00726	0.710223268	0.54	1.84
122.02345	0.711794967	0.49	16.407
127.94213	0.712513791	0.79	7.888
447.28144	0.713725296	0.29	11.173
166.97844	0.714849414	-1.48	4.775
608.83575	0.714971164	-0.88	7.149
98.97167	0.715402545	-0.15	15.242
134.98938	0.715459861	0.96	3.919
91.96549	0.715695757	0.26	3.893
146.95753	0.716652918	0.62	1.662
89.02225	0.716678928	0.99	14.357
119.02224	0.717533355	-0.39	1.623
173.11708	0.718312681	1.55	4.727
130.00133	0.721107317	0.92	4.736
132.01077	0.721909414	0.47	1.543
150.94579	0.722241593	-0.46	7.659
269.08709	0.723579512	-0.65	8.07
498.32428	0.723759519	-0.09	1.494
490.48891	0.724463072	-2.51	4.832
306.923	0.726105644	4.51	1.845
142.97099	0.727021333	0.64	4.708
154.96175	0.727409903	-1.28	7.153
694.00108	0.728397679	0.52	8.188
152.93796	0.728728486	0.65	4.703
448.28719	0.728952448	0.93	19.05
586.85389	0.728993224	-1.81	4.781
270.87978	0.730231097	0.48	7.907
358.12666	0.730810317	0.45	1.615
132.94505	0.732841154	0.45	1.675
284.01582	0.733106989	0.14	9.51
148.92311	0.733129722	0.77	3.69
233.9233	0.734292878	-0.38	8.177
129.01567	0.734672976	0.98	12.042
153.01447	0.735034588	0.64	3.65
214.89088	0.735472503	0.45	1.642
241.09214	0.73618146	0.48	1.642
224.91985	0.736262267	0.86	1.639
211.98489	0.737249793	0.34	1.709
132.94504	0.738899589	0.47	1.62
111.00516	0.740833057	-0.77	7.908
449.00713	0.741573508	0.53	1.664
406.1209	0.741601663	-0.48	15.233
539.13848	0.743025446	0.43	3.845
158.01306	0.745013147	-0.18	1.77
368.10793	0.745437537	-1.12	4.753
238.90947	0.745994902	0.67	1.627
308.90015	0.74679421	0.4	7.577
292.91324	0.749101135	0.66	3.64
98.95596	0.749183953	0.49	3.685
437.48547	0.749339666	-0.19	15.248
259.04033	0.751097175	-0.03	8.135
271.06636	0.751267696	-1.26	7.16
132.04757	0.752432717	-0.47	4.119
386.11465	0.753786621	-0.66	14.832
448.28713	0.754548814	0.55	1.639
294.99428	0.755722163	0.64	19.046
428.31916	0.756787124	-0.35	7.662
134.00817	0.757174965	0.92	3.917
98.97221	0.757809749	0.91	11.96
294.88658	0.758129833	0.78	7.485
122.96959	0.758152848	0.36	30.068
232.89202	0.761033211	0.48	4.705
444.03667	0.762774489	-0.51	1.624
142.0497	0.766725427	0.63	1.655
180.015	0.767889027	0.74	4.936
243.04538	0.7693022	-0.81	8.012
233.99551	0.770167138	0.71	7.97
198.93345	0.772410864	0.85	12.931
337.09401	0.772603254	0.36	3.643
695.99824	0.775335265	0.75	12.582
624.80969	0.776165623	-0.14	7.363
176.90903	0.779430829	0.67	7.949
381.04944	0.77969434	0.88	8.236
341.12523	0.780454435	0.66	1.789
489.49013	0.783394674	0.33	15.185
228.9641	0.785978409	1.96	2.832
476.09261	0.786924658	-0.71	4.382
129.01538	0.78700363	0.83	16.397
106.03983	0.787059379	0.28	14.862
152.88245	0.787501498	0.54	6.926
116.00264	0.787952082	-0.93	7.328
290.86983	0.788386089	0.65	13.942
598.21163	0.788704232	0.23	7.611
376.85512	0.788954692	0.95	1.537
335.06675	0.789476255	0.37	11.332
210.84129	0.790106546	-0.46	7.652
524.07323	0.791187399	0.64	7.276
92.9277	0.791837232	0.66	8.294
208.84424	0.792082056	0.01	14.919
234.85833	0.792529687	0.41	1.628
597.01891	0.793524905	0.31	1.672
175.09636	0.794215177	-0.14	15.213
111.00505	0.794863852	0.77	4.063
559.98122	0.794919238	-1.44	7.94
646.04779	0.795502788	-0.3	12.34
493.98595	0.796851149	-1.14	7.189
188.96287	0.797165133	0.22	12.284
499.65563	0.797552114	-1.48	4.821
334.96962	0.798382084	-0.54	4.877
369.12653	0.798822313	0.19	7.936
443.14049	0.80012368	0.45	15.717
366.05647	0.800343894	0.42	14.787
137.93956	0.800636407	0.05	4.126
199.0168	0.801038944	-1.42	7.174
246.93527	0.802926708	-1.57	8.207
184.93681	0.80467662	-1.94	4.77
202.93128	0.805026551	-0.34	8.101
106.03985	0.805506659	0.28	16.434
114.01843	0.807431737	0.46	1.568
200.06649	0.80890583	-1.55	4.776
132.01244	0.80918993	1.31	7.47
206.07074	0.80919328	-0.93	7.2
234.8936	0.810014477	0.52	7.897
231.04754	0.810805889	-1.6	4.805
232.05008	0.812391659	0.75	3.458
596.88854	0.812438437	1.03	11.289
266.80645	0.81260607	0.83	6.066
309.10082	0.814933567	0.19	12.273
294.85732	0.817552961	1.02	11.29
113.0344	0.818556115	-0.78	2.77
546.17226	0.818891467	0	14.848
142.96147	0.819730447	0.04	1.661
92.92772	0.820003962	0.86	3.873
384.99935	0.820034667	0.3	1.745
166.96237	0.820720953	0.21	8.253
96.96967	0.820833159	-0.37	15.269
152.88245	0.821437628	0.15	6.902
125.03439	0.822371616	0.09	15.234
212.8924	0.822419313	0.18	12.276
623.99551	0.822494574	-1.52	4.811
210.84125	0.823102277	0.23	12.276
92.02417	0.823479984	-0.55	8.06
262.0305	0.824326941	0.3	2.669
121.96258	0.82754172	0.21	7.364
596.49584	0.827749644	0.13	2.524
230.84737	0.829869558	0.29	7.866
124.01533	0.830449396	0.29	1.669
284.77422	0.830721605	-0.91	7.165
549.18522	0.831617127	-2.36	4.778
96.96989	0.831931276	1.63	3.098
141.97463	0.831991401	0.23	9.892
133.01301	0.832414997	-1.4	4.788
169.03157	0.832927116	-1.04	8.189
442.11485	0.835272801	0.26	7.863
244.06737	0.835607529	-1.05	7.148
330.91818	0.836885126	-0.58	1.632
186.96375	0.837248186	-0.87	7.155
283.10286	0.837480745	-1.12	4.791
201.94822	0.837636195	0.16	12.018
235.91899	0.837926853	0.41	2.843
150.01597	0.838179299	0.35	11.318
234.85828	0.839474196	0.55	1.597
314.90461	0.839620067	-0.3	15.056
219.02681	0.840223192	0.12	1.629
133.00804	0.840891798	-0.02	7.412
245.06405	0.841458879	-2.47	4.85
326.0251	0.841944251	-1.28	4.747
205.05144	0.842645845	-0.35	8.266
141.01568	0.843878057	-0.38	14.856
130.95602	0.844092527	0.42	4.905
337.97826	0.845715699	-0.63	11.991
154.92697	0.847214537	0.08	14.783
269.01318	0.847674481	0.78	19.615
154.92697	0.848668643	-0.37	4.898
196.00965	0.849618564	0.48	7.896
146.98179	0.849661403	-0.97	4.819
243.95578	0.851195472	0.33	1.696
205.07063	0.851496431	-0.17	14.769
205.07064	0.853449654	-0.54	7.637
315.99622	0.854058372	0.32	9.924
304.92296	0.854102186	0.15	12.284
301.02004	0.854625092	0.13	1.71
286.01731	0.855213766	-1.2	7.132
154.92699	0.856315548	0.47	10.273
255.00329	0.856366841	0.43	1.579
199.13289	0.85778067	-0.99	4.787
345.14665	0.858764033	0.27	7.843
316.98027	0.859125667	0.48	3.961
282.96749	0.859357728	0.29	12.273
298.96238	0.859468473	0.21	3.473
209.15361	0.860820248	0.31	7.493
153.0157	0.862615327	0.25	4.109
259.04072	0.864805733	-0.45	14.954
282.95227	0.865218249	0.34	1.554
188.96141	0.866351761	-0.22	15.267
352.86045	0.866745247	0.42	1.551
277.03227	0.86745507	-0.97	19.052
360.92988	0.869400353	0.75	4.714
462.98876	0.869801156	0.35	1.616
144.96047	0.870306587	0.18	2.503
314.89528	0.870578963	-2.07	4.803
292.89072	0.871094363	0.73	4.152
228.07272	0.87128048	0.28	7.745
314.89528	0.871756339	0.01	7.886
190.97176	0.873270218	0.24	4.037
226.05709	0.876046671	0.49	1.653
193.01238	0.876405234	-0.19	7.669
235.99064	0.878023288	-1.44	4.769
181.01138	0.879591844	-0.26	12.419
198.99779	0.879933582	0.67	4.695
172.02419	0.880036668	0.36	1.598
152.00101	0.880434628	-2.22	8.046
285.03337	0.880660292	-0.03	1.496
522.05551	0.88179084	0.68	4.748
178.94848	0.881910417	-0.15	14.846
306.04438	0.882979537	0.1	1.665
372.15578	0.883955132	-1.45	4.785
319.98726	0.884522675	0.77	8.226
317.92149	0.884836041	2.39	4.812
340.92082	0.885078057	0.36	7.925
189.00187	0.885413189	0.2	7.837
188.97373	0.885924044	0.29	1.644
428.92451	0.886556874	0.82	5.098
412.87252	0.887612818	0.56	11.297
462.18372	0.888186431	0.38	17.413
450.79967	0.889072302	-0.13	14.845
409.14496	0.889772641	0.52	8.257
595.10969	0.890254268	0.23	8.17
434.82555	0.891108861	-1.07	7.189
216.08673	0.892205381	0.1	15.236
317.11119	0.89334641	0.67	1.629
390.89965	0.895604253	0.33	1.617
337.06191	0.89567832	0.03	14.834
390.89965	0.896260002	0.57	4.679
151.01869	0.896852953	0.64	19.028
267.02507	0.896859161	-1.24	4.774
221.02928	0.897870495	0.58	20.269
426.98756	0.897905997	-1.24	4.779
412.8816	0.898351531	0.19	10.365
223.04493	0.898461256	0.39	10.56
179.01758	0.89855184	0.4	1.786
371.07005	0.899273666	0.54	7.548
271.00321	0.899294106	0.24	7.405
176.95872	0.899865881	-0.83	7.152
154.01671	0.900010971	0.11	7.971
172.02157	0.900016523	0.57	7.72
176.95872	0.901336605	-1.93	9.836
204.99278	0.902183953	-0.19	21.26
178.96217	0.902407984	0.09	1.571
259.01785	0.902780773	-0.97	7.166
220.95531	0.902845066	-0.11	8.266
220.02881	0.903058398	0.65	8.042
222.93756	0.903183811	-1.44	4.784
174.97678	0.903467463	0.13	7.94
176.95873	0.903768059	-1.22	7.083
383.11667	0.903976641	-0.94	7.162
236.02504	0.904764839	2.26	7.465
204.99279	0.906037426	-0.25	7.328
440.92471	0.906565709	0.29	15.144
433.02055	0.90664297	0.89	16.163
356.9891	0.907851883	-2.39	4.805
548.10351	0.908451651	0.31	1.557
521.033	0.908588702	-0.48	4.117
241.08365	0.908795415	0.1	1.676
483.98012	0.909432559	0	14.858
233.04653	0.910836795	0.57	1.611
314.87264	0.91113437	0.03	12.303
252.96271	0.911303976	0.13	4.789
354.06223	0.911489891	0.26	14.973
244.99629	0.913125077	-0.02	7.953
342.91026	0.913128281	-1.33	4.79
216.90446	0.913414716	0.39	1.616
545.97135	0.913449809	0.07	7.665
218.00943	0.913946683	0.64	8.245
150.96123	0.913948349	0.49	11.59
472.78145	0.914389627	-1.33	4.814
222.98646	0.915333678	1.16	10.563
245.0518	0.916361304	0.24	11.184
194.9916	0.917296412	-2.05	4.813
448.00356	0.917432025	0.43	1.628
166.01674	0.917675466	0.37	1.574
245.07696	0.918135535	-1.87	4.798
302.98016	0.91936278	0.04	14.844
266.94554	0.91943136	0.79	1.634
245.0271	0.919899864	-0.6	7.075
222.09741	0.921217014	0.23	2.909
222.93765	0.92126077	-1.84	4.803
376.13723	0.921344066	0.58	20.266
266.02864	0.921745025	-1.32	4.791
194.93876	0.921928888	0.3	10.538
387.04405	0.922196553	-0.05	1.698
252.94049	0.922292801	-0.62	1.631
537.99912	0.922622832	0.14	3.788
515.99185	0.922646312	0.14	12.038
423.071	0.923493349	-0.76	4.698
185.98833	0.924235394	0.38	3.671
185.98833	0.924891205	-1.59	4.805
216.91798	0.925813933	0.36	1.781
