"m.z"	"p.value"	"t.score"	"r.t"
252.94049	0.469592717	0.42	11.037
537.99912	0.470807501	0.65	14.757
515.99185	0.47110259	-0.29	1.505
423.071	0.474005304	-1.94	8.005
185.98833	0.475483117	0.37	4.706
185.98833	0.476018545	1.85	7.364
216.91798	0.476121218	-1.01	7.082
204.99289	0.477586862	0.05	1.653
191.03715	0.483054714	0.34	8.016
185.98834	0.483792781	-0.15	15.306
240.0716	0.485182931	0.53	1.688
196.02164	0.4873413	0.34	13.35
355.98339	0.48801175	-0.77	4.782
242.05087	0.489502686	-0.86	7.051
158.94286	0.490548257	-0.95	8.059
151.0188	0.491088962	0.58	10.547
306.92302	0.494172507	-0.29	8.25
235.98368	0.498113292	0.17	14.97
306.94347	0.499542515	0.49	1.596
242.07903	0.500629965	-1.12	4.805
458.08885	0.504044244	-1.07	8.068
154.99259	0.504605884	-1.57	4.836
591.16142	0.504748738	-1.05	4.803
179.0107	0.504920743	0.63	7.94
279.05214	0.50652009	-1.08	4.805
218.00379	0.507127838	0	7.918
216.91802	0.507846312	-0.74	4.795
180.03244	0.508238199	0.38	10.043
463.97749	0.508583966	-1.11	7.519
220.99906	0.509480194	0.27	7.93
224.99922	0.516572849	-0.97	8.083
224.99924	0.517378692	1.28	10.432
488.87676	0.520797122	-0.38	12.245
264.03993	0.522566997	0.1	1.628
200.93052	0.523527353	-1.17	12.34
221.07708	0.523760131	-0.84	4.796
223.02735	0.527898942	0.51	3.64
488.87678	0.528546055	-0.87	7.6
256.04878	0.531326315	-1.58	8
575.3736	0.531600011	0.59	1.599
289.06416	0.533155497	-1.08	10.563
172.95676	0.536705605	-0.26	7.431
260.02257	0.536793204	-0.42	7.94
194.9367	0.537098279	-0.3	9.51
248.97838	0.537892649	-0.7	7.155
239.07641	0.542318522	0.32	4.703
257.01552	0.542949394	-0.8	4.799
264.03299	0.543149665	-1.12	7.178
254.90576	0.543907597	0.36	1.675
372.99934	0.545251471	-0.44	14.862
230.93369	0.545496885	-1.77	8.03
232.00956	0.545741645	-1.05	8.207
238.91086	0.547083663	0.32	10.336
224.99928	0.548441794	-2.11	8.058
228.9957	0.55043023	-0.39	1.665
179.01074	0.552218267	-0.72	7.051
279.0381	0.552861254	0.1	7.897
256.05853	0.553906885	0.57	1.633
399.02428	0.55482434	0.23	7.83
532.79333	0.555980618	-0.5	7.176
409.98537	0.556822284	-1.18	8.038
225.01351	0.561095419	0.88	16.402
279.03812	0.561322075	-1.7	19.6
298.96238	0.565394491	0.76	10.353
201.03703	0.56916992	-1.01	8.059
301.02046	0.571992494	0.33	11.851
205.99226	0.575738522	-0.83	8.009
353.95215	0.57688301	0.06	7.925
177.01502	0.578979768	0.61	7.908
253.98052	0.580258573	1.67	16.193
225.01352	0.580538605	1.92	7.345
309.09917	0.583919586	-0.53	4.791
286.0594	0.584920786	-0.45	14.828
344.16256	0.589593651	2.13	7.361
203.05269	0.594404976	0.22	7.799
248.97748	0.595143675	0.51	16.404
263.02232	0.596110547	-0.95	6.987
280.103	0.600790834	-0.51	7.155
227.05348	0.607158538	-1.5	19.591
326.00015	0.610649281	0.22	7.896
200.03191	0.610925756	0.36	1.616
246.98138	0.612809691	-1.98	4.812
345.14658	0.614917523	-0.59	1.709
624.06603	0.615310022	-0.74	4.77
286.05943	0.618653426	-1.72	7.543
328.97296	0.619875002	-0.62	4.776
464.98555	0.620492536	0.1	7.939
282.96753	0.621198297	-0.87	4.715
270.96754	0.625767645	-1.17	12.426
371.02708	0.630683017	-0.3	12.284
296.9831	0.635887613	0.25	16.407
212.9812	0.637759604	-1.49	0.087
273.05259	0.638242771	0.21	8.042
296.9831	0.639330903	0.36	4.736
264.9877	0.642499732	0.36	11.175
224.00286	0.643099831	-0.96	4.778
369.12025	0.643555329	-0.44	8.047
330.84995	0.646355003	-0.19	7.187
272.05333	0.651884337	0.09	7.949
288.11935	0.652872431	2.56	7.324
338.94782	0.655281171	3.65	7.363
369.01386	0.658409063	0.5	4.543
392.84963	0.660550183	-0.79	7.083
239.02957	0.661798658	0.36	1.639
328.99425	0.663117221	-0.54	1.496
407.98836	0.663726773	0.39	10.387
356.98904	0.666569268	3.31	7.323
194.92642	0.667850902	0.04	1.516
275.02096	0.6688623	-0.92	30.103
214.99437	0.670518865	-1.04	4.786
318.0952	0.670876672	0.97	9.704
460.99176	0.67108402	0.03	7.907
371.01422	0.675953596	-0.04	7.879
228.85038	0.676452057	-0.72	8.101
367.03463	0.678824814	-0.63	7.405
356.96352	0.679354549	-0.97	7.093
208.93353	0.680798407	0.29	1.632
371.13596	0.687105381	0.02	1.695
317.1112	0.68742939	0.53	7.93
299.09766	0.687940758	-0.79	7.071
212.98125	0.688189595	-0.78	8.06
438.17412	0.688273939	-0.48	7.191
308.01173	0.689446199	0.3	7.941
516.99046	0.68961651	-1.12	4.785
240.01161	0.691297056	1.04	10.066
318.09523	0.692725048	0.73	2.832
292.02507	0.696196219	-0.35	4.774
554.77489	0.697202285	0.05	7.266
519.0883	0.698686261	-0.35	4.779
324.9149	0.6988622	0.22	1.717
156.00916	0.701322833	0.17	14.357
314.87601	0.703053617	-0.38	4.698
224.00292	0.704751532	0.69	10.071
293.98933	0.70589876	-0.58	7.177
461.01558	0.706824471	-0.71	4.735
353.98638	0.708481396	0.86	1.537
354.92577	0.710607796	-0.64	7.111
225.03712	0.711075362	-0.84	7.189
326.9107	0.71528345	-1.03	8.083
235.9837	0.7156752	-2.21	6.968
272.00646	0.717160842	-0.85	8.047
173.01555	0.71749076	-0.92	7.665
277.02275	0.723067422	1.26	8.236
510.03551	0.723553968	-0.95	7.919
217.04731	0.724593219	0.23	11.508
273.1337	0.725002912	-0.47	12.01
472.00357	0.725309587	-1.63	7.453
309.89961	0.725419235	3.31	7.412
244.99057	0.72580446	-0.92	30.131
224.00649	0.726026057	0.15	16.372
230.99587	0.732448321	0.28	3.629
353.01902	0.732919776	-0.57	8.081
187.03677	0.734152578	-0.13	7.162
359.02946	0.736927437	-0.24	7.983
418.92159	0.737459813	-0.37	1.77
406.00901	0.738282156	-0.79	3.953
290.99515	0.738573868	-0.79	7.093
260.91612	0.742977311	0.94	1.931
236.02965	0.744580561	-0.76	7.107
334.86278	0.746527172	-0.51	29.652
389.16715	0.747474686	0.36	4.695
376.94658	0.752089903	0.24	1.638
212.95377	0.756783662	-0.33	12.273
386.97862	0.75891759	0.82	24.58
555.03943	0.761272463	-0.38	1.498
352.83186	0.764030636	0.52	7.957
221.9738	0.768538264	-0.34	4.788
458.05225	0.768695939	-0.03	7.906
237.01387	0.77703543	0.42	5.197
265.04335	0.777217599	-1.31	4.774
352.83189	0.777976681	-0.72	29.506
178.00009	0.783087425	-0.54	7.2
325.99553	0.783547981	-2.84	11.326
178.0001	0.785662027	1.22	4.692
486.93046	0.787690058	-0.01	7.903
299.01155	0.789568852	0.25	3.923
161.00507	0.790492368	-0.03	15.035
250.95661	0.791419547	0.12	1.64
572.11474	0.793898663	0.57	1.9
163.02072	0.794002776	0.12	7.886
280.96718	0.795267309	-0.49	7.156
237.91461	0.79555375	-0.32	12.276
272.8497	0.796581277	-2.02	7.017
264.96489	0.801311056	-0.92	3.919
308.99123	0.802178435	0.15	8.06
174.01981	0.804001031	-0.92	30.105
280.01956	0.804824357	-1.07	4.787
358.97905	0.804897902	-0.66	7.174
174.01981	0.805319681	2.41	7.328
293.04839	0.806897792	0.06	1.602
378.97109	0.80869523	0.83	8.267
250.93172	0.810292215	-0.04	7.969
320.94436	0.814002025	0.24	4.69
222.02148	0.815540038	-0.57	7.12
221.00504	0.816419649	0.21	11.127
356.95159	0.81981195	-0.38	10.56
228.85037	0.823156031	-0.96	12.51
289.01692	0.82517208	-0.38	7.161
238.88388	0.825673052	-0.42	7.056
174.01982	0.826192308	0.35	7.923
200.93053	0.828560526	0.15	1.65
324.99344	0.832172377	-1.04	8.128
281.00361	0.838333574	-0.64	8.104
308.04138	0.840145255	0.04	7.913
302.99621	0.842565119	-0.18	4.773
347.9821	0.843944185	-0.63	7.251
463.98713	0.84606278	-0.26	8.188
283.98387	0.850725621	-0.78	8.046
276.98527	0.851446616	1.21	12.042
261.01396	0.851826648	-0.69	7.146
280.96724	0.853746906	0.8	3.458
395.30971	0.855666575	-0.64	7.148
398.03674	0.856375931	-1.5	3.615
353.05415	0.856774641	-0.36	12.276
297.14647	0.858553834	0.03	7.945
356.98907	0.858732475	0.03	8.057
272.00647	0.859601547	0.09	15.299
261.05843	0.86000602	0.42	7.457
308.01455	0.860025795	-0.92	8.087
250.97549	0.86042519	-0.64	9.606
359.94584	0.860736681	-0.02	3.919
431.28645	0.861247876	-0.36	4.781
292.07147	0.862720459	-0.45	12.181
405.028	0.864044815	-0.49	7.569
274.89598	0.864510522	0.16	7.917
431.28646	0.867318325	-0.58	7.131
540.98236	0.868815053	-0.65	1.632
237.0214	0.870668023	-0.3	7.278
523.9892	0.870965625	-0.26	1.661
207.06716	0.871270352	-0.17	4.725
431.28649	0.872052451	0.38	8.289
246.92303	0.874934087	-0.47	7.104
285.01808	0.876847269	1.81	29.783
255.99194	0.876995561	-0.56	8.152
292.0715	0.878718999	-0.55	7.118
292.89408	0.878891166	0.59	7.901
174.01989	0.879834033	-0.59	7.165
292.07152	0.884577714	0.15	1.618
218.03019	0.884718484	-0.6	15.233
198.875	0.887707162	-0.39	5.108
272.95339	0.888424749	0.04	4.727
456.80756	0.890248876	-0.79	7.032
286.97712	0.89259112	-0.39	7.363
285.96325	0.89615254	-0.05	14.978
354.86856	0.897071222	-0.39	7.998
336.85798	0.897135654	-0.4	7.403
246.92308	0.898653883	-0.28	8.1
461.99053	0.898939769	0.42	1.662
515.99202	0.89908346	0.3	3.098
498.99001	0.900372391	2.36	7.328
543.01512	0.900431972	-0.26	15.056
269.96828	0.900623475	-0.44	8.022
303.97885	0.904569666	-0.55	7.098
262.0373	0.905411062	0.61	8.345
328.11605	0.906926175	-0.9	7.121
521.17216	0.908500989	-0.09	8.143
250.83231	0.910107878	-0.54	7.177
347.07829	0.911045347	-0.58	7.091
324.76497	0.912212101	-0.68	7.132
344.01807	0.912358178	-0.07	14.975
269.02067	0.914364703	0	3.792
576.75729	0.920086263	-1.21	8.135
476.93872	0.92044888	0.73	8.154
268.99657	0.920743771	-0.53	7.863
250.83233	0.921061124	-0.05	12.27
283.0377	0.921888949	0.23	7.903
322.11354	0.922865631	-0.67	7.189
435.04447	0.925082137	-0.51	8.134
292.07162	0.927799546	-0.69	8.189
289.06911	0.929546614	-0.56	22.006
418.02916	0.929822254	-0.24	12.273
396.03642	0.930486661	-0.19	8.114
177.01792	0.933391999	0.07	1.795
328.97301	0.933878945	-0.53	8.245
283.02907	0.936480715	0.6	3.643
378.1147	0.939753772	0.42	0.169
299.9109	0.940067853	0.09	7.127
499.05095	0.940110786	0.02	7.147
314.98903	0.940449822	-0.04	4.742
418.00006	0.941672677	-0.35	11.311
428.81734	0.941882155	-0.07	1.645
171.03991	0.942663858	-0.64	7.149
207.04717	0.944162739	0.2	8.268
361.13446	0.944427447	-0.87	7.548
273.02208	0.948268917	-1.06	29.62
490.11317	0.949488558	0.74	8.139
286.91097	0.950603553	-0.42	5.899
350.03024	0.951572922	-0.77	10.325
456.91966	0.951604083	-0.61	7.155
175.04608	0.952590337	-0.7	7.153
274.91815	0.952906009	-0.65	7.189
547.1687	0.953754621	-0.16	10.526
370.02083	0.953763798	-0.1	10.319
261.01164	0.955145689	-1.07	8.166
249.00011	0.956575335	0.06	7.098
369.12641	0.957912013	-0.85	7.189
153.01628	0.958387596	-0.14	1.665
263.03661	0.959739121	-1.85	1.741
249.05783	0.962801893	-0.73	7.152
479.06843	0.963105719	-0.04	4.714
209.06286	0.963658033	0.12	8.172
422.14113	0.964105348	0.34	7.837
445.02062	0.965208263	0.13	15.041
212.87632	0.965322194	2.29	6.585
203.99655	0.965676154	-1.23	1.848
436.15844	0.965752048	0.32	7.154
200.06471	0.966397465	0.87	10.761
308.79128	0.966706336	0.21	7.933
220.00273	0.967111532	-0.65	7.125
421.00217	0.96786818	-0.46	7.317
293.9962	0.968492974	1.7	8.223
307.01531	0.969066422	0.07	4.705
347.98212	0.96972535	0.02	6.525
305.97592	0.970691829	0	3.893
292.91338	0.971711585	-0.08	7.925
517.98912	0.972098164	-0.15	7.328
336.8977	0.973255333	0.6	10.398
349.01694	0.974224884	-0.18	16.436
178.99643	0.974390804	-0.68	8.44
335.9013	0.975288214	-0.41	1.642
170.89147	0.975374758	0.42	7.166
201.01238	0.975727914	0.03	10.95
178.99643	0.975902395	-0.08	7.807
459.03639	0.976123812	-0.66	7.145
212.87637	0.97674199	-0.73	7.349
290.0295	0.977086701	-0.29	8.129
274.91826	0.977989045	0.32	11.909
272.89206	0.978393423	-0.74	7.086
286.02971	0.978990084	-0.86	7.152
122.95891	0.979023552	-0.39	8.294
122.95891	0.980763236	-0.14	7.901
310.96834	0.981283818	-0.02	8.274
311.11491	0.981644065	-0.03	1.677
395.02063	0.983176795	0.22	8.152
376.10069	0.983329829	-0.46	7.265
547.05174	0.983990777	0.5	15.024
469.9857	0.984019658	0.7	7.325
347.00243	0.98413584	0.53	7.908
170.89149	0.984238914	-0.54	8.087
200.01624	0.984389985	0.18	7.226
431.03551	0.984909779	0.34	7.158
224.97876	0.985497128	0.41	1.64
122.95892	0.985521233	-0.35	1.714
346.09011	0.98556615	-0.57	12.038
170.8915	0.985906336	-0.03	7.936
178.01433	0.986026014	-0.37	4.759
258.92019	0.986531855	-0.4	10.544
344.92102	0.986965285	-0.66	8.129
433.97965	0.987321191	-0.4	4.674
250.97547	0.987705379	0.82	3.696
310.89593	0.988576598	-0.43	6.522
454.94036	0.988661015	0.35	8.253
445.05547	0.988849549	-0.78	14.832
210.91276	0.989113974	-0.42	8.31
310.90134	0.9891248	-0.32	3.948
269.01317	0.989617266	0.68	9.836
200.01628	0.990075627	-0.02	7.985
287.01381	0.990503907	-0.04	1.494
201.01245	0.990676623	0.35	8.201
346.12657	0.99090282	0.05	1.789
356.98199	0.99138687	0.22	7.157
137.02144	0.991518326	-0.41	8.191
263.07452	0.991637454	-0.82	7.16
239.03552	0.991654641	-0.12	5.122
177.01511	0.992481813	0.11	14.973
163.9987	0.993178871	-0.44	10.331
370.86803	0.994189222	-0.73	7.075
192.01358	0.994229023	0.14	8.241
202.94456	0.994516174	-0.13	8.177
135.00362	0.994559274	-0.47	7.16
181.96487	0.995050899	-0.65	4.693
340.88893	0.995179982	-0.09	1.644
384.02693	0.995861179	-0.12	10.691
412.84355	0.995891102	-0.79	8.17
186.98474	0.996185245	-0.57	8.172
186.98474	0.996225052	-0.1	7.579
371.02702	0.996555051	-0.17	4.685
344.16258	0.996760252	-0.5	26.195
248.00363	0.996858124	-0.25	7.866
284.9872	0.997335481	-0.66	7.116
342.04335	0.997441106	-0.74	8.058
334.96004	0.997558033	-0.32	1.627
239.91045	0.997559087	-0.14	16.423
412.84365	0.997770829	0.44	6.01
409.14496	0.997779108	-0.24	7.542
142.96515	0.99804351	-0.34	1.624
230.91183	0.998168722	0.64	8.231
142.96516	0.99819278	-0.58	5.62
456.80759	0.998202526	-0.02	7.816
374.83937	0.998412206	-0.34	8.178
135.00366	0.998705183	-1.51	4.178
375.15146	0.998910672	-0.04	8.185
203.0547	0.998934636	-0.13	7.923
142.96517	0.998980799	0.39	15.712
254.99255	0.999241473	-0.79	7.139
460.03158	0.999286369	-0.22	0.241
194.92618	0.999320771	-1.1	2.115
481.08419	0.999396912	-0.1	8.231
360.96996	0.999483134	-0.15	8.318
201.03689	0.99962859	0.2	7.844
332.88319	0.999666147	-1.19	7.521
290.90255	0.999737029	-0.26	10.63
354.98491	0.999855349	-0.22	7.139
539.06583	0.999873747	1.37	8.215
194.93659	0.999897768	-0.37	7.895
367.10458	0.999915821	-0.07	7.912
392.99631	0.999918562	-0.12	7.568
518.06784	0.999947482	-0.65	4.727
201.03693	0.999962002	-0.71	4.777
274.91818	0.999967197	-0.44	8.199
483.09995	0.999969351	-0.13	10.564
268.0243	0.999980371	0.03	9.237
313.01375	0.999984149	0.02	1.514
230.9684	0.9999853	0.32	10.857
217.0289	0.999992346	0.04	8.067
488.05322	0.999994174	1.4	7.524
299.98476	0.99999527	-0.35	7.108
306.90434	0.999998602	-0.44	8.029
436.95552	0.999999337	-0.21	6.926
296.09786	0.999999362	0.03	4.943
549.21593	0.999999635	-0.43	15.195
275.05317	0.999999924	-0.22	15.271
321.07963	0.999999994	-0.12	15.021
412.87257	0.999999997	0.51	11.991
