"m.z"	"p.value"	"t.score"	"r.t"
185.98833	0.643646366	-0.61	5.899
185.98833	0.644040799	-1.03	6.987
216.91798	0.645804802	-0.68	7.155
204.99289	0.647346537	1.97	1.627
191.03715	0.649850788	0.75	7.97
185.98834	0.653642086	-0.19	12.038
240.0716	0.653854216	1.37	1.62
196.02164	0.653935898	-0.19	7.663
355.98339	0.655676376	0.63	1.598
242.05087	0.655773758	0.23	7.923
158.94286	0.657011872	-0.23	15.281
151.0188	0.657319035	0.48	7.598
306.92302	0.65796589	-0.41	9.911
235.98368	0.661677051	0.47	1.623
306.94347	0.667585978	0.66	20.251
242.07903	0.670813312	-0.47	14.828
458.08885	0.676247797	-0.13	1.9
154.99259	0.676517009	0.54	8.177
591.16142	0.68023681	2.13	1.626
179.0107	0.680676124	-0.57	4.76
279.05214	0.682249938	1.17	2.855
218.00379	0.684888114	-0.3	1.632
216.91802	0.685451473	1.15	7.895
180.03244	0.688394494	0.54	3.458
463.97749	0.690019648	-0.28	15.056
220.99906	0.692734948	-0.38	1.539
224.99922	0.695630394	-0.23	4.705
224.99924	0.697056443	1.13	4.727
488.87676	0.697745583	-0.16	7.886
264.03993	0.698694395	-0.43	7.177
200.93052	0.699152541	-0.3	12.276
221.07708	0.701908392	-0.4	12.282
223.02735	0.703829663	-0.21	7.72
488.87678	0.704591295	0.4	1.634
256.04878	0.705326765	1.07	10.387
575.3736	0.707972229	0.58	4.703
289.06416	0.70972536	-0.34	7.863
172.95676	0.712446044	-0.2	15.041
260.02257	0.717593361	-0.57	7.558
194.9367	0.719177628	-0.47	1.632
248.97838	0.719517927	0.09	4.773
239.07641	0.720547202	0.69	1.625
257.01552	0.720851633	0.42	7.542
264.03299	0.721502576	0.05	4.788
254.90576	0.722622935	-0.14	1.638
372.99934	0.72315853	0.77	7.405
230.93369	0.728420635	0.95	1.65
232.00956	0.728975294	0.51	8.289
238.91086	0.731399983	0.63	4.936
224.99928	0.735414287	-1.37	3.615
228.9957	0.735433255	0.62	7.882
179.01074	0.738173469	1.13	1.639
279.0381	0.738898662	0.28	3.792
256.05853	0.739327491	0.64	1.597
399.02428	0.73990577	0.64	7.485
532.79333	0.740309399	0.26	3.643
409.98537	0.741200525	-1.44	19.6
225.01351	0.741491131	0.47	7.325
279.03812	0.743448508	-0.27	12.273
298.96238	0.744095163	0.35	3.919
201.03703	0.745398866	-0.38	12.29
301.02046	0.745729179	0.39	16.439
205.99226	0.748063139	-0.22	12.284
353.95215	0.757637656	0.78	8.318
177.01502	0.775311758	-0.05	4.69
253.98052	0.777261676	0.26	3.871
225.01352	0.779609883	0.48	1.633
309.09917	0.780251332	0.53	7.949
286.0594	0.784227911	0.32	8.266
344.16256	0.786132393	0.53	3.629
203.05269	0.789215175	0.89	7.93
248.97748	0.789970555	-0.15	4.779
263.02232	0.790365519	-0.15	12.181
280.103	0.791844623	-1.2	19.591
227.05348	0.79467948	-0.32	12.276
326.00015	0.794870599	-0.15	4.774
200.03191	0.795785281	-0.2	15.306
246.98138	0.796358042	-0.19	1.845
345.14658	0.797087213	-0.24	16.423
624.06603	0.800554041	0.26	7.906
286.05943	0.801706984	0.22	3.845
328.97296	0.80540271	0.24	1.516
464.98555	0.808920497	-0.18	1.665
282.96753	0.810717915	0.7	16.248
270.96754	0.812822971	0.16	11.909
371.02708	0.813875833	0.3	1.696
296.9831	0.815197646	0.24	5.197
212.9812	0.817851334	-0.82	10.077
273.05259	0.818424724	-0.53	7.204
296.9831	0.822877858	1.38	7.121
264.9877	0.824266131	0.06	7.923
224.00286	0.824994336	-0.2	7.936
369.12025	0.825902914	0.21	7.837
330.84995	0.828195753	0.09	1.717
272.05333	0.830807993	0.21	7.328
288.11935	0.831048814	0.46	3.696
338.94782	0.835941916	-0.24	1.661
369.01386	0.839073474	-0.14	8.172
392.84963	0.842818936	0.67	7.901
239.02957	0.843235082	-0.14	11.175
328.99425	0.8447704	0.39	11.127
407.98836	0.844857399	-0.18	1.677
356.98904	0.850022569	-0.08	8.139
194.92642	0.85168317	-0.13	4.768
275.02096	0.854533494	0.86	1.635
214.99437	0.854687498	0.55	1.629
318.0952	0.857501728	0.76	11.326
460.99176	0.858055298	-0.4	7.807
371.01422	0.860095741	1.01	4.693
228.85038	0.863228651	0.25	1.645
367.03463	0.865460562	-0.76	7.251
356.96352	0.867072737	0.78	7.453
208.93353	0.86723035	0.33	7.949
371.13596	0.867700864	0.07	1.503
317.1112	0.869395888	0.69	16.191
299.09766	0.869637046	0.9	1.634
212.98125	0.872004161	-0.28	7.176
438.17412	0.873954873	0.33	1.665
308.01173	0.874296501	0.01	4.698
516.99046	0.875741116	-0.49	4.801
240.01161	0.876012261	-0.4	7.844
318.09523	0.877927225	0.24	8.129
292.02507	0.880224255	0.39	16.372
554.77489	0.882086063	-0.2	5.62
519.0883	0.883430224	-0.65	7.611
324.9149	0.885338221	0.64	8.134
156.00916	0.886903098	-0.16	7.226
314.87601	0.888499438	-0.4	4.799
224.00292	0.890319251	0.6	2.524
293.98933	0.891241479	-0.41	10.95
461.01558	0.891728658	0.27	7.913
353.98638	0.892328027	0.39	19.05
354.92577	0.892366964	0.59	1.537
225.03712	0.892486373	0.88	7.353
326.9107	0.893090572	-0.12	7.866
235.9837	0.893211744	0.25	7.843
272.00646	0.89406415	-0.25	12.261
173.01555	0.894561752	0.4	4.193
277.02275	0.895123035	-0.24	7.903
510.03551	0.898258395	0.09	8.44
217.04731	0.898301153	0.44	11.508
273.1337	0.898593387	-0.71	4.178
472.00357	0.899774524	-0.9	7.086
309.89961	0.903828621	-0.71	4.803
244.99057	0.906586002	0	10.526
224.00649	0.910173753	-0.12	1.627
230.99587	0.910184191	0.56	8.268
353.01902	0.910539997	-0.87	4.774
187.03677	0.910550637	0.41	8.266
359.02946	0.911905369	-0.13	1.709
418.92159	0.91252122	0.58	1.616
406.00901	0.914704778	-1.56	8.104
290.99515	0.915864593	0.37	16.407
260.91612	0.91671805	0.89	8.294
236.02965	0.916892975	-0.23	12.245
334.86278	0.917486307	-0.16	7.579
389.16715	0.918151235	0.49	3.64
376.94658	0.919223143	0.15	14.975
212.95377	0.919226431	-0.34	7.147
386.97862	0.919337734	-1.07	19.615
555.03943	0.920128607	0.16	3.098
352.83186	0.920269895	0.03	4.776
221.9738	0.920853682	-0.26	7.131
458.05225	0.920918359	0.42	1.616
237.01387	0.920984427	-0.79	4.778
265.04335	0.921468056	-0.43	4.782
352.83189	0.921787984	-0.26	4.682
178.00009	0.922218179	-0.26	7.12
325.99553	0.925242989	-0.48	7.265
178.0001	0.925745643	0.5	7.941
486.93046	0.926653776	0.67	1.635
299.01155	0.927038967	0.57	7.799
161.00507	0.927091288	-0.41	4.943
250.95661	0.927146887	0.14	1.624
572.11474	0.930158289	-0.41	3.948
163.02072	0.930925764	-0.29	12.25
280.96718	0.931695484	0.08	4.714
237.91461	0.932187364	-0.33	7.103
272.8497	0.933389726	-0.19	12.288
264.96489	0.93463369	0.57	1.629
308.99123	0.935603184	0.53	16.179
174.01981	0.938140889	-0.72	4.805
280.01956	0.939260034	-0.11	3.893
358.97905	0.940373319	-0.99	4.766
174.01981	0.940784151	0.13	7.568
293.04839	0.941335993	-0.34	4.803
378.97109	0.942717852	0.48	7.512
250.93172	0.943262227	-0.09	15.29
320.94436	0.943739831	0.52	11.47
222.02148	0.943925672	0.3	7.912
221.00504	0.944680435	-0.3	4.784
356.95159	0.945685307	0.01	8.191
228.85037	0.946025083	-0.45	12.375
289.01692	0.946588469	-0.36	7.152
238.88388	0.946874982	0.19	10.545
174.01982	0.947268891	-0.11	12.273
200.93053	0.948287272	-0.23	7.127
324.99344	0.95066326	-0.69	0.169
281.00361	0.950866049	-0.39	1.644
308.04138	0.951362311	0.29	3.919
302.99621	0.952784886	-0.5	10.374
347.9821	0.955145929	-0.09	7.901
463.98713	0.955806319	0.04	7.908
283.98387	0.956397508	-0.49	2.115
276.98527	0.9564985	0.23	7.939
261.01396	0.95848241	-0.06	4.727
280.96724	0.958942444	-0.31	14.787
395.30971	0.959755513	0.15	1.608
398.03674	0.960615489	-0.17	15.195
353.05415	0.960969442	0.51	7.873
297.14647	0.961104667	0.39	7.158
356.98907	0.96123584	-0.37	1.625
272.00647	0.962017678	-0.12	8.189
261.05843	0.962561043	-0.2	4.798
308.01455	0.962791549	-0.89	4.789
250.97549	0.962867026	0.16	4.516
359.94584	0.963395736	0.67	16.187
431.28645	0.963924571	-0.76	6.902
292.07147	0.96452106	-0.75	4.798
405.028	0.964769524	-0.09	7.907
274.89598	0.965282153	0.16	7.933
431.28646	0.965951344	-1.02	8.172
540.98236	0.966657804	-0.98	7.116
237.0214	0.966852863	0.09	1.662
523.9892	0.967147376	0.49	4.812
207.06716	0.967315265	0.35	7.969
431.28649	0.967437399	0.21	8.223
246.92303	0.968829845	0.25	8.274
285.01808	0.969131605	0.8	16.307
255.99194	0.96930991	-0.27	7.702
292.0715	0.969610372	0.39	7.888
292.89408	0.969851609	-0.16	7.189
174.01989	0.970545986	1.5	1.599
292.07152	0.971003611	-1.41	4.801
218.03019	0.971251581	0.11	15.24
198.875	0.97126364	0.3	1.696
272.95339	0.971487493	-0.02	16.404
456.80756	0.972333552	0.42	4.117
286.97712	0.972498841	-0.63	4.805
285.96325	0.972737633	-0.03	1.64
354.86856	0.973120757	-0.65	4.814
336.85798	0.973272492	-0.27	7.166
246.92308	0.973620689	-0.06	1.544
461.99053	0.973748472	-0.85	7.543
515.99202	0.974044113	0.39	4.781
498.99001	0.974502006	0.02	10.285
543.01512	0.975000869	-1.01	4.802
269.96828	0.975566648	0.02	1.714
303.97885	0.975679503	-0.51	4.653
262.0373	0.975701111	0.65	7.382
328.11605	0.976466305	-0.57	8.241
521.17216	0.976684691	0.04	4.203
250.83231	0.976713159	0.35	4.742
347.07829	0.976801833	-0.38	7.138
324.76497	0.97778806	-0.36	7.16
344.01807	0.978017908	-1.05	8.207
269.02067	0.978332214	-0.99	7.528
576.75729	0.97837919	-0.17	7.945
476.93872	0.979001151	0.14	7.94
268.99657	0.9791079	-0.36	7.665
250.83233	0.980047492	-0.72	4.769
283.0377	0.980124512	-0.28	6.522
322.11354	0.980754034	0.16	4.161
435.04447	0.980965519	-0.17	4.785
292.07162	0.981487438	-0.19	15.299
289.06911	0.981577557	-1.39	8.128
418.02916	0.981806049	-0.16	1.596
396.03642	0.98214994	-0.04	7.266
177.01792	0.98225716	-0.29	14.862
328.97301	0.983175404	0.04	8.267
283.02907	0.983947324	-0.68	4.785
378.1147	0.98411312	-1.55	8.046
299.9109	0.984353071	0.31	1.675
499.05095	0.984698681	-0.1	7.148
314.98903	0.984811778	-0.09	7.154
418.00006	0.985159421	0.16	14.978
428.81734	0.985459728	-0.6	1.741
171.03991	0.985807671	-0.13	15.035
207.04717	0.985981712	-0.61	4.805
361.13446	0.986014908	-0.14	7.155
273.02208	0.986030991	-1.21	4.764
490.11317	0.986232475	0.05	7.16
286.91097	0.986332802	-0.01	10.544
350.03024	0.986460038	-0.11	7.152
456.91966	0.986661376	-1.28	4.796
175.04608	0.987237788	-0.05	14.757
274.91815	0.987604554	-0.12	8.199
547.1687	0.98776755	-0.31	10.398
370.02083	0.987886987	-0.19	7.244
261.01164	0.988425624	-0.56	7.178
249.00011	0.988512883	-1.47	8.203
369.12641	0.988557464	-0.08	16.244
153.01628	0.988750514	-0.12	7.908
263.03661	0.988829648	-0.88	4.781
249.05783	0.989305126	0	16.195
479.06843	0.989530232	-0.13	7.189
209.06286	0.989775588	0.14	8.101
422.14113	0.989997658	-0.61	4.779
445.02062	0.990069034	-0.42	14.792
212.87632	0.990179057	0.32	7.918
203.99655	0.99049574	-0.75	4.806
436.15844	0.991009492	-0.08	4.777
200.06471	0.991137911	-0.34	4.791
308.79128	0.991383897	0.1	8.231
220.00273	0.991409597	-2.13	0.087
421.00217	0.9919074	-0.06	4.752
293.9962	0.99227462	-0.01	3.827
307.01531	0.992379412	0.15	7.896
347.98212	0.992667902	-0.34	7.177
305.97592	0.992798343	0.63	0.195
292.91338	0.993026802	0.28	8.041
517.98912	0.993363877	-0.22	7.146
336.8977	0.993565098	-0.25	7.132
349.01694	0.99361765	0.1	15.144
178.99643	0.993649531	-0.21	4.762
335.9013	0.993947091	-0.04	4.789
170.89147	0.993950012	-0.16	7.2
201.01238	0.994012632	-0.38	7.169
178.99643	0.994257784	-0.33	7.197
459.03639	0.994415195	0.05	7.925
212.87637	0.995010897	-0.79	4.789
290.0295	0.995347985	-0.29	7.153
274.91826	0.995502396	0.08	4.788
272.89206	0.995637352	0.07	7.155
286.02971	0.996077109	-0.78	4.79
122.95891	0.996115511	-0.73	7.083
122.95891	0.996365828	0.12	7.953
310.96834	0.996494124	-1.32	4.795
311.11491	0.99654425	-0.52	7.104
395.02063	0.996687604	0.23	7.985
376.10069	0.996751751	-0.29	8.188
547.05174	0.996815296	0.82	1.637
469.9857	0.996865916	-0.23	7.189
347.00243	0.99687879	-0.13	1.711
170.89149	0.99688564	-1.23	4.832
200.01624	0.996941701	1.4	8.135
431.03551	0.997236636	-0.14	4.715
224.97876	0.997279743	-1	4.782
122.95892	0.997478403	0.39	8.231
346.09011	0.997532649	-0.25	8.215
170.8915	0.997560824	0.21	15.024
178.01433	0.997582272	-0.19	7.157
258.92019	0.997832542	0.15	7.785
344.92102	0.997866837	-0.03	1.65
433.97965	0.997907771	-0.29	8.201
250.97547	0.998278357	-0.4	4.791
310.89593	0.99828966	0.02	8.207
454.94036	0.998298136	0.18	1.931
445.05547	0.998326027	-0.11	12.426
210.91276	0.998366456	0.15	4.685
310.90134	0.998426273	-0.02	7.93
269.01317	0.99854333	-0.39	4.735
200.01628	0.998566953	-1.29	4.813
287.01381	0.99857424	0.11	10.412
201.01245	0.998582754	-0.58	4.787
346.12657	0.998644541	-0.82	8.1
356.98199	0.998984099	-0.02	1.616
137.02144	0.999000419	-0.35	7.125
263.07452	0.999038067	-1.28	4.85
239.03552	0.999063867	-0.67	4.753
177.01511	0.999124552	-0.33	7.165
163.9987	0.999128601	-0.8	7.521
370.86803	0.999176518	0.1	4.695
192.01358	0.99933676	-0.79	8.17
202.94456	0.999385923	-0.38	7.156
135.00362	0.999392709	0.23	16.193
181.96487	0.999423598	0.13	1.795
340.88893	0.999518291	-0.74	4.791
384.02693	0.999568965	-0.83	4.821
412.84355	0.999593753	-0.11	16.185
186.98474	0.999594892	0.06	7.177
186.98474	0.999608218	-0.43	8.185
371.02702	0.999625403	-0.09	1.642
344.16258	0.999642228	-0.7	10.691
248.00363	0.999650153	-0.39	8.152
284.9872	0.999659904	-0.85	4.786
342.04335	0.999673124	-0.07	10.353
334.96004	0.999679274	-0.43	4.753
239.91045	0.999693582	-0.59	4.805
412.84365	0.999695122	-0.91	4.359
409.14496	0.999723282	-0.57	7.108
142.96515	0.999731474	-1.29	3.152
230.91183	0.999733199	-0.31	7.191
142.96516	0.999747878	0.08	8.016
456.80759	0.999755586	-0.2	7.465
374.83937	0.999788584	-0.11	12.27
135.00366	0.999796983	-0.64	4.775
375.15146	0.999828607	-0.08	8.152
203.0547	0.999834751	0.08	10.325
142.96517	0.999843383	-0.62	4.819
254.99255	0.999845234	-0.69	4.793
460.03158	0.999851434	-0.86	7.139
194.92618	0.999855507	0.89	1.626
481.08419	0.999864683	-1.14	4.778
360.96996	0.99988937	-0.48	7.075
201.03689	0.999904444	-0.1	1.514
332.88319	0.999915082	-0.1	9.51
290.90255	0.999923326	-0.6	7.174
354.98491	0.999924401	0.28	4.698
539.06583	0.999927039	-0.16	7.161
194.93659	0.999930127	0.35	10.331
367.10458	0.999940578	0.15	4.679
392.99631	0.99994097	-0.18	1.632
518.06784	0.999945385	-0.45	7.111
201.03693	0.999959898	-0.15	7.189
274.91818	0.999963288	-0.22	12.45
483.09995	0.999970982	-0.87	4.759
268.0243	0.999985037	-0.65	4.747
313.01375	0.999988324	-0.47	7.162
230.9684	0.999992449	-0.85	4.773
217.0289	0.999993447	-0.59	4.773
488.05322	0.99999359	0.26	7.897
299.98476	0.999995107	-0.96	4.77
306.90434	0.999995719	-0.44	7.134
436.95552	0.999998235	-0.72	4.811
296.09786	0.999999184	-1.1	4.773
549.21593	0.999999873	-0.96	4.773
275.05317	0.99999995	-0.35	4.708
321.07963	0.999999994	-0.09	7.149
412.87257	1	-0.11	10.067
